,Hours Studied,Previous Scores,Extracurricular Activities,Sleep Hours,Sample Question Papers Practiced
1266,2,63,0,7,8
1560,9,55,1,9,1
7179,1,72,1,4,1
4109,1,50,1,6,8
7867,6,75,1,7,0
4904,7,47,1,5,3
7294,2,79,0,8,9
514,1,53,1,6,2
894,8,88,0,7,4
21,6,96,0,9,0
899,5,75,0,9,3
207,9,69,0,4,2
458,7,82,0,6,3
2430,4,77,1,8,0
8442,8,66,0,5,6
3389,6,57,0,7,0
3911,2,45,0,7,3
5383,6,83,1,6,7
552,1,93,1,6,8
3144,8,45,0,4,7
6917,2,69,0,8,5
2056,4,92,0,9,0
1925,9,41,0,8,6
634,9,87,0,6,4
6082,9,89,0,7,9
9270,5,44,0,7,8
9678,2,63,1,6,9
105,7,53,0,5,9
3041,6,60,0,7,3
1709,7,92,1,5,9
89,2,52,0,9,0
7014,2,71,1,8,4
3174,3,82,1,8,3
917,6,41,0,9,8
7833,1,42,1,5,6
6732,5,92,0,6,6
1949,7,66,0,4,4
6368,2,55,0,8,2
1,4,82,0,4,2
8032,1,53,0,5,7
6047,5,49,1,7,7
2720,3,67,0,7,8
9812,3,96,1,7,6
3117,9,67,0,5,9
9465,5,72,1,8,7
3762,9,55,0,7,3
213,5,87,0,5,3
778,1,65,0,6,3
3496,7,52,1,5,0
8817,6,81,1,4,7
2043,9,43,1,5,1
5420,1,68,1,5,8
6154,3,82,0,6,8
8357,1,88,1,4,9
8707,5,50,0,9,7
8465,7,84,0,7,9
4167,1,70,1,6,8
3788,2,71,0,5,5
583,5,87,0,9,7
9911,9,62,0,9,5
9986,1,48,1,8,5
116,4,43,1,7,2
6644,6,45,0,8,2
9033,6,86,1,4,4
9951,1,58,1,6,7
8959,4,88,0,9,0
1763,7,65,0,5,8
1875,2,72,1,5,8
3224,8,41,0,9,3
526,3,44,0,4,4
7725,9,43,0,4,7
2946,9,69,1,5,9
4473,1,41,1,8,0
5655,2,95,1,4,9
6059,8,47,0,6,7
959,6,93,0,6,9
6342,6,63,0,9,9
3633,1,89,1,9,2
1050,8,56,0,7,5
3380,1,53,0,6,3
3676,1,49,0,9,3
5776,9,89,1,7,9
9045,1,46,1,7,2
6573,6,72,1,8,5
5179,3,42,1,5,9
1607,5,48,0,9,3
3610,5,54,1,4,6
9758,1,75,0,9,8
6635,6,66,1,7,7
9997,6,83,1,8,5
791,8,50,1,9,4
3056,6,59,0,9,5
1980,7,61,0,5,0
3598,1,76,0,7,3
933,2,60,1,4,7
7424,5,89,1,7,1
5626,7,83,1,5,9
1682,5,71,0,5,2
4179,6,53,1,4,5
6446,9,77,1,5,0
4116,1,55,1,5,3
988,3,95,0,5,1
2896,1,77,1,9,5
3778,6,77,1,6,4
5658,1,52,0,8,7
3093,8,61,0,8,9
3155,2,61,0,8,7
1823,3,52,0,4,7
9622,5,96,1,6,8
1098,3,52,1,9,5
2844,1,84,1,7,3
3342,9,92,0,6,3
38,2,55,1,4,1
6540,2,82,0,9,2
9473,5,44,1,9,1
3356,2,40,1,6,8
7813,3,45,1,7,4
8220,1,69,1,5,3
9227,1,58,0,8,9
2428,3,62,0,5,6
5043,9,66,1,8,0
5346,8,74,0,5,5
4811,5,70,1,8,0
8476,9,44,0,9,1
686,4,96,1,7,8
4799,6,77,1,9,3
7437,1,49,0,5,6
2353,1,89,0,7,8
6353,6,59,1,6,5
4569,5,99,0,4,9
8213,3,88,1,9,7
2752,6,60,1,6,4
8073,4,62,1,9,9
1040,5,63,0,5,2
7491,9,65,1,5,7
1265,2,78,1,8,4
9265,6,73,1,6,1
7059,1,85,1,7,8
277,9,72,0,7,1
5084,7,72,0,6,6
2382,3,87,0,8,5
571,1,81,1,6,1
1435,8,40,0,6,4
5352,1,99,1,9,3
5445,9,87,1,7,6
1007,3,65,0,7,0
4543,4,49,0,6,4
8816,6,98,0,8,5
2064,8,78,1,9,5
1136,2,74,0,5,2
5343,8,78,0,4,7
294,8,44,0,6,5
2403,2,79,0,7,8
3998,6,93,0,7,0
3741,5,76,1,4,5
9222,1,62,0,5,2
2719,2,96,1,6,1
9199,8,67,0,4,3
5150,5,97,0,8,2
2808,8,40,1,6,0
556,4,51,1,6,7
8925,4,90,1,4,8
4795,6,84,1,4,7
2469,2,58,1,4,7
3738,1,62,0,5,0
4286,3,59,1,7,6
2604,6,83,1,6,3
362,1,84,0,9,9
6924,7,68,0,6,9
1704,4,67,0,7,3
2139,9,47,1,6,2
3239,1,40,0,6,0
2383,5,40,0,4,5
7314,1,71,1,5,0
4311,5,92,1,4,9
1312,1,87,0,5,0
3930,6,59,0,8,2
6183,8,49,1,5,7
1591,2,95,0,4,2
9387,9,77,0,6,1
2162,9,90,1,7,9
2396,2,58,0,6,9
317,3,73,1,5,0
5233,6,99,1,9,4
5068,1,70,0,6,3
4036,1,77,0,8,0
3020,4,69,0,8,5
8228,8,87,1,7,0
5295,1,52,1,6,3
3972,5,65,0,8,5
5370,4,65,0,5,2
4133,7,84,1,4,4
974,3,71,0,6,8
7291,6,66,1,6,8
954,1,61,0,6,8
9306,7,90,1,5,6
5016,5,84,1,4,7
9730,3,58,1,9,0
7490,8,48,1,7,7
1640,8,74,1,5,6
1290,8,73,0,4,9
1380,8,49,1,5,2
1933,4,59,1,6,8
4675,7,77,1,7,5
892,9,70,1,8,7
7287,2,68,1,7,4
4876,6,68,0,6,5
7906,6,84,1,9,2
8194,8,94,0,7,4
9379,9,87,0,7,9
2466,1,99,0,7,3
7657,1,42,1,6,0
1913,2,91,1,4,3
2736,5,74,1,7,9
726,8,47,0,7,1
7214,1,82,0,7,3
8245,4,80,0,9,6
1796,7,79,1,5,9
3845,4,50,1,6,9
6402,1,72,1,4,1
936,2,60,1,9,4
2265,6,46,1,6,6
824,9,92,1,7,9
7274,7,64,0,9,0
1389,1,81,1,6,7
3564,8,94,0,5,6
5429,1,98,0,5,2
7827,1,80,0,9,9
5690,5,68,0,6,5
7878,3,48,1,7,4
1868,6,89,0,8,4
8202,3,94,1,7,5
7486,1,48,0,4,0
806,5,97,0,8,6
4805,7,67,1,9,7
9152,4,89,0,7,8
7511,2,91,1,5,3
8056,2,60,1,6,5
4494,5,66,0,4,2
2632,9,53,1,4,9
8900,8,83,0,8,8
8623,7,55,0,5,3
7832,5,68,0,4,2
4388,8,71,1,4,0
145,9,98,1,7,7
6467,2,84,1,7,8
2033,1,48,1,7,3
9127,7,62,0,4,0
1165,5,79,0,9,5
2050,1,70,0,9,9
3760,3,53,1,8,1
4435,4,85,0,9,4
3430,7,71,1,5,0
8190,1,89,0,6,9
8753,3,87,1,4,9
7069,8,96,0,6,6
4361,9,48,0,5,2
1771,5,52,1,8,8
3511,4,85,1,7,4
271,3,46,1,4,2
8436,1,51,1,9,5
2032,1,85,0,4,1
9664,5,89,0,5,9
3810,5,42,1,7,4
4346,6,68,1,5,7
545,4,81,1,5,2
3241,4,96,0,7,3
8502,6,78,0,7,0
9918,2,85,0,6,3
7564,9,83,1,6,5
920,8,77,1,5,2
9118,2,63,0,6,0
6640,1,61,0,4,2
7694,4,82,1,6,4
8230,9,43,0,5,4
7126,5,70,1,8,3
4278,7,75,1,8,0
2983,8,99,1,7,9
130,9,76,0,8,2
7980,4,53,1,4,8
2667,4,69,1,7,2
7138,9,63,1,4,4
3223,7,44,0,8,9
7693,4,57,0,4,3
5392,3,88,0,6,0
614,1,59,0,4,8
9902,8,85,0,6,6
1466,6,53,1,8,5
4497,5,57,0,5,4
3042,6,56,1,8,0
2419,7,62,0,9,0
5085,3,75,0,6,9
3294,4,46,0,7,4
6737,1,92,0,9,9
1500,3,87,1,8,5
1521,3,58,0,5,5
9117,4,81,0,4,7
4232,3,63,0,4,9
7686,6,78,1,5,3
4430,8,46,1,8,7
390,5,89,0,7,4
9858,4,55,1,7,6
7124,1,80,1,7,9
5913,7,45,1,9,1
8592,3,41,0,7,7
4806,2,54,0,5,8
8954,2,81,1,8,5
8238,5,96,0,7,0
8044,1,89,0,7,1
9782,5,61,1,9,4
3993,2,80,1,4,5
9551,7,40,0,7,2
6609,3,40,1,8,2
5319,6,71,0,4,1
7119,1,80,0,4,0
2421,5,77,0,7,1
5604,7,81,1,4,5
1750,9,53,0,5,5
9015,6,76,1,7,8
9718,3,51,1,6,3
338,6,94,1,5,1
8407,7,56,1,6,5
1341,2,79,0,8,5
9544,6,51,0,6,4
7982,1,61,1,7,9
3640,2,68,1,7,9
329,6,63,0,4,3
8828,8,87,0,4,0
3004,7,95,1,6,6
6960,1,82,1,6,6
4090,6,91,0,9,0
2322,6,96,1,5,9
6667,6,54,1,8,5
7009,4,90,1,8,3
4197,6,86,1,4,4
3549,4,83,0,4,9
8363,5,98,0,9,5
4203,4,44,1,6,0
9310,2,70,1,4,1
8936,7,89,1,9,5
6185,4,89,0,4,4
1639,1,44,0,8,6
60,7,82,1,8,4
1240,7,61,1,5,4
5760,8,46,0,8,9
5136,8,68,0,5,1
2343,2,90,0,5,9
2120,9,76,0,4,3
1524,5,62,0,8,8
7617,5,58,1,5,2
153,1,96,0,8,6
481,7,48,0,4,1
6122,6,90,0,8,9
7674,1,71,1,5,9
7101,2,53,0,4,2
1762,4,91,0,9,7
7715,3,48,1,9,7
9081,2,56,0,4,0
7479,4,65,1,7,3
6212,9,90,0,8,2
4853,5,85,0,9,8
2711,6,78,0,9,7
6766,9,80,1,9,0
4150,4,51,1,9,8
1333,8,81,0,6,8
8378,4,46,0,5,0
9389,9,92,1,4,5
9707,4,52,0,4,6
9121,6,89,1,7,0
3850,1,89,1,7,2
8340,1,97,0,8,3
4124,7,96,1,6,3
8963,7,54,0,5,9
4788,8,80,1,9,7
2866,3,45,0,7,4
1386,9,61,0,6,0
5941,7,67,0,5,8
3067,6,94,0,8,8
9058,1,73,1,9,9
3629,3,41,0,5,8
9455,3,62,0,7,2
8949,7,67,0,9,1
3028,9,60,1,6,3
2969,2,73,1,5,3
8646,7,92,0,8,3
6136,7,62,1,7,2
8801,2,60,1,4,6
4263,1,97,1,6,4
645,1,94,1,7,3
9653,5,94,1,5,1
2074,1,62,1,7,3
341,7,51,1,6,7
8041,1,51,0,6,1
1622,2,56,0,6,0
7141,1,71,0,8,6
5796,9,91,0,7,1
7184,4,44,0,5,6
8232,1,65,1,4,3
5475,9,69,1,7,3
9252,9,62,0,7,3
74,1,88,1,9,1
8633,2,90,1,9,0
9229,2,96,0,9,6
2051,5,50,0,8,7
2541,5,66,0,7,2
1301,3,86,0,9,0
5877,3,57,0,4,5
7368,7,69,1,8,8
1304,8,96,1,6,2
8428,4,98,1,6,7
9094,4,84,0,6,2
2599,9,41,1,5,5
2573,8,50,1,7,4
3186,5,48,1,6,5
2768,5,60,0,7,0
4831,3,49,0,4,7
4223,2,53,1,6,8
9649,1,89,1,6,5
2106,3,85,1,7,8
2679,9,63,0,8,9
1387,5,88,0,9,0
8931,1,58,1,6,3
9659,8,83,0,9,3
7083,1,55,0,9,3
1279,8,97,0,6,3
804,5,61,1,7,4
1555,2,51,0,9,9
9486,8,61,1,6,0
4566,8,90,1,7,7
9669,8,48,0,8,2
4841,4,40,0,9,7
3594,7,53,0,7,0
6035,4,77,1,6,5
6852,4,66,1,9,9
8705,2,65,1,6,4
4177,5,88,0,7,1
1308,6,71,0,5,7
3452,5,56,0,7,8
3695,6,59,1,9,3
4242,3,50,0,5,8
2198,4,48,1,9,3
4425,1,94,0,8,3
6150,8,70,0,4,6
943,4,57,0,6,1
822,3,41,0,4,7
5005,6,74,1,7,6
6612,7,76,0,5,8
8356,4,76,1,4,7
5619,6,60,0,6,6
4547,4,55,1,5,5
2538,8,97,1,5,7
5207,3,63,1,9,9
9514,8,77,1,7,5
9009,2,75,0,9,5
3054,2,91,0,8,2
3675,7,73,0,9,3
7776,4,47,0,5,3
7218,3,42,1,5,6
6722,4,77,1,8,8
3300,8,56,0,5,9
3310,7,78,1,7,0
7221,8,77,0,7,6
8519,1,86,1,6,1
5954,1,92,1,4,8
832,6,81,0,9,5
3462,2,79,1,6,2
7643,4,40,1,6,7
54,4,93,0,8,3
3451,5,40,1,8,6
6305,6,41,1,4,9
1481,6,79,0,8,3
4873,3,78,1,5,5
8038,8,48,1,9,8
3335,3,41,0,7,7
6016,3,63,0,4,2
4926,7,51,1,7,8
5797,5,44,0,9,9
9831,5,73,0,4,3
5083,3,71,0,6,5
6645,6,65,1,5,4
5490,1,77,0,6,5
768,8,85,0,7,8
2065,6,47,1,8,8
9500,7,73,0,8,1
7311,2,98,1,8,5
8477,9,66,0,6,9
4524,4,74,1,8,6
2717,5,77,0,6,5
2079,9,96,1,9,6
8914,4,56,1,8,8
951,5,56,1,7,5
8058,3,49,0,4,4
2482,4,75,1,6,9
1759,2,72,1,6,9
4422,1,94,1,5,1
6704,3,92,0,4,2
5182,7,64,1,9,3
8533,1,70,0,7,9
3701,2,95,0,4,6
4243,1,93,1,7,8
688,8,45,0,4,8
3432,8,95,0,8,1
4944,4,91,1,8,9
966,3,53,1,6,7
9484,7,65,0,6,7
2713,4,79,1,6,4
4757,6,59,0,9,7
9545,8,74,0,7,4
6320,2,85,1,8,8
5975,8,53,0,5,1
3572,1,59,1,6,0
5299,5,88,1,6,2
1990,1,78,0,9,7
1205,7,89,0,5,1
4971,2,40,1,5,9
6783,3,94,0,6,3
3600,6,89,0,8,4
6490,5,81,1,4,8
8609,9,60,1,9,7
9978,6,78,1,9,2
8070,2,81,1,8,5
8577,9,51,0,7,5
7973,2,44,0,8,0
1625,2,59,0,6,2
536,6,77,0,4,1
8766,6,59,0,8,5
7970,7,68,0,8,3
4212,7,87,1,4,7
6456,4,99,1,9,0
3507,6,64,1,7,8
8393,1,51,1,6,8
7112,6,68,0,5,5
2708,9,69,0,5,6
5031,7,94,1,6,3
6514,2,51,0,9,5
4662,9,75,0,8,7
4021,2,70,0,9,3
1854,4,77,1,6,7
9425,3,44,0,6,2
2872,6,46,0,7,8
3030,2,60,1,6,5
1645,4,69,0,4,0
3417,1,90,1,7,6
3476,3,45,0,7,3
9552,7,77,0,5,9
1792,6,63,0,6,6
3797,5,75,0,7,5
3368,1,79,1,6,5
7196,3,68,0,6,7
9641,3,89,0,6,9
5109,9,79,0,4,1
6024,4,63,1,5,1
8795,9,55,1,7,8
9294,6,82,1,4,1
126,9,52,0,9,0
5959,4,92,0,7,8
3876,1,45,0,7,1
4451,9,61,1,4,7
7147,5,99,1,8,3
3531,5,85,1,5,4
827,8,71,0,9,3
7790,4,73,0,4,8
984,8,61,0,6,0
7783,3,63,1,9,0
2443,2,84,0,6,4
8554,5,45,0,6,0
345,3,87,0,8,9
814,6,60,0,5,2
6166,6,62,0,4,3
5779,3,64,0,4,1
2116,7,59,0,4,0
793,4,79,1,6,9
6898,2,77,0,5,7
2674,1,97,1,8,7
94,5,82,1,9,8
4225,6,60,0,6,3
3756,3,46,0,7,7
2891,3,73,0,5,5
2371,3,43,1,5,5
9388,8,71,1,5,8
3228,3,80,0,8,7
7863,5,52,1,4,6
6359,8,97,1,7,8
9196,1,75,0,8,7
7326,9,61,0,4,5
6028,7,43,1,4,3
1865,7,99,0,7,0
4612,9,85,1,8,8
2645,7,91,1,9,1
2243,3,98,0,7,2
5373,9,62,0,6,7
2336,2,54,0,5,9
950,2,93,0,8,5
1120,1,65,0,6,7
2204,3,56,0,9,6
419,4,59,0,8,4
922,9,84,1,5,0
8669,5,82,0,8,3
5408,8,43,1,8,5
5788,7,65,0,8,3
5742,1,68,0,7,8
7667,2,50,1,8,2
5567,3,98,1,4,0
8135,9,90,1,7,5
1202,7,40,0,8,0
5765,5,50,0,5,5
8389,3,79,1,9,6
1970,2,54,0,4,4
4018,5,73,1,9,3
3687,7,84,1,8,6
1997,4,86,0,7,3
4033,3,92,1,7,9
1248,2,87,1,7,1
2192,7,79,0,8,4
2712,2,74,1,7,0
2190,1,56,1,4,6
4670,5,80,0,6,0
5142,8,80,0,9,5
5984,5,90,0,5,5
6565,6,63,0,7,9
7804,5,53,0,9,2
6943,5,75,0,5,1
2136,3,94,1,4,4
1065,2,98,0,5,3
600,1,64,1,7,4
4227,8,87,1,4,7
7577,9,54,0,9,3
77,3,54,1,5,0
7546,1,54,1,5,6
2898,8,84,1,6,9
4820,2,59,0,9,6
9302,1,79,1,7,7
6413,1,52,1,6,6
9064,9,82,1,5,1
8007,7,64,1,8,0
5468,7,69,0,7,6
5951,7,77,0,7,6
3391,4,97,0,8,4
5415,1,85,1,8,7
2560,4,64,0,9,6
8162,6,50,1,5,8
2635,5,77,0,4,2
5256,6,92,1,5,3
3530,9,99,1,5,4
8567,1,85,0,8,7
1908,3,51,1,7,6
235,3,54,1,6,3
1604,1,56,0,4,5
7984,2,88,0,5,1
3490,5,87,1,5,1
1994,5,87,1,6,3
2824,2,78,0,9,3
9285,5,98,1,5,3
1342,5,49,1,5,3
8512,6,90,0,7,0
1619,4,47,0,8,6
5287,4,58,0,4,8
2060,3,49,1,7,0
9955,9,88,0,8,2
2219,2,61,1,9,9
6038,6,67,0,6,7
260,6,98,1,9,1
9365,8,94,0,5,9
9093,2,46,1,8,6
3744,9,50,0,6,5
2026,5,87,1,6,7
6988,6,65,0,8,9
4234,6,94,0,4,6
1917,4,54,0,5,2
1828,2,67,1,4,1
6233,6,55,0,6,8
9332,3,73,1,5,9
6283,1,47,0,4,0
4208,4,84,0,8,8
224,1,73,0,6,0
8915,7,89,1,9,2
6469,4,66,0,6,9
9413,3,55,0,9,0
846,3,84,0,6,4
4289,9,44,0,5,8
5560,1,80,0,6,3
2551,9,67,0,4,9
117,7,62,1,9,2
8837,8,70,0,5,2
5966,8,75,1,5,2
8195,6,65,0,5,0
8659,3,96,1,7,5
7489,8,49,1,5,6
5,3,78,0,9,6
5342,2,47,1,8,1
9111,9,90,1,6,0
4324,9,89,1,7,2
1063,6,45,1,7,8
2590,7,46,1,6,1
8434,6,86,1,6,1
3735,5,44,1,7,5
3517,2,61,0,5,1
6986,2,84,1,6,5
6767,3,84,0,6,6
5622,6,76,1,8,0
1605,3,76,1,9,8
1733,7,94,0,5,5
9341,3,86,1,4,8
3812,5,89,0,5,7
9624,5,95,0,6,7
1761,3,45,0,8,2
5401,1,83,0,4,5
2739,1,68,0,6,7
2472,8,40,0,8,7
6738,2,55,0,9,1
6891,8,94,0,9,4
7943,3,96,0,9,2
4206,1,68,0,7,9
6371,5,42,0,4,2
232,4,53,1,6,3
8258,1,89,0,6,8
7561,7,71,0,8,2
6168,4,48,0,4,6
3596,8,54,0,4,4
6288,9,48,0,5,3
4632,2,64,0,4,0
125,7,79,0,4,1
7641,9,72,0,6,5
6229,5,46,1,5,1
1296,5,63,0,8,8
1976,7,73,1,4,2
9480,7,43,0,7,9
9581,5,67,1,5,0
5750,2,66,0,4,5
8152,4,99,0,5,3
3086,9,59,0,9,1
9276,4,94,0,5,1
6882,1,57,1,6,2
9305,9,99,1,7,5
7673,5,54,1,4,8
3345,6,71,1,8,7
8172,5,52,1,9,0
9421,3,50,0,7,8
5870,4,87,0,5,2
6506,9,47,1,9,1
2797,4,61,1,8,3
918,7,55,0,4,4
1646,1,63,1,5,6
5122,4,89,0,7,4
5126,9,58,1,8,9
4621,8,98,0,7,9
6809,6,54,1,9,5
364,5,40,1,7,5
2125,4,97,0,7,7
8150,1,69,0,8,9
8717,9,83,1,6,3
55,6,99,0,4,7
638,7,53,0,4,3
302,1,60,1,8,3
5811,1,48,1,9,3
1276,5,91,1,7,7
4432,3,85,0,9,2
3644,3,93,0,7,7
4143,9,90,0,9,1
2878,9,54,1,4,0
6493,7,54,1,8,6
5240,4,73,0,7,1
9408,2,90,0,5,9
6937,3,48,0,5,0
7240,6,62,1,8,4
2593,3,50,1,8,4
2393,7,92,1,8,1
523,5,74,0,5,3
6376,6,54,0,4,7
6981,8,52,0,4,1
6677,9,41,0,6,9
3900,9,96,1,5,5
9634,7,64,0,6,3
5585,7,48,0,4,2
9360,5,58,0,7,4
7956,2,97,1,5,5
7570,4,95,0,5,6
6777,5,79,1,6,1
671,2,43,0,7,3
4188,3,61,1,5,2
666,2,49,0,6,4
3266,6,91,1,4,3
1887,7,70,1,9,6
8472,7,84,1,7,6
9091,1,44,0,6,3
7687,1,87,1,5,2
6031,6,41,1,7,8
6090,7,83,0,6,1
6238,6,95,0,4,5
7350,7,88,1,5,6
7830,3,87,0,6,3
760,6,44,0,9,8
6254,5,72,0,9,0
1906,2,53,1,7,4
3818,9,50,0,7,6
6269,7,49,1,4,5
4300,5,64,0,5,4
5569,4,62,0,4,3
7941,9,54,0,9,7
4164,3,60,0,7,7
5971,9,57,0,8,6
3579,2,59,1,9,8
2832,8,77,0,4,2
5449,5,77,1,8,0
3472,6,56,0,5,7
6327,1,71,0,5,1
137,8,73,1,6,4
7043,3,85,0,4,6
4892,7,79,0,4,4
2180,6,70,0,7,7
7730,4,69,0,4,6
3177,1,93,1,5,8
4854,2,93,0,5,3
4637,6,58,1,9,2
5115,1,86,0,6,9
7648,4,43,0,4,2
4261,9,87,0,7,3
1331,9,77,1,9,6
7002,2,64,1,6,9
6941,7,75,0,8,3
8017,2,94,0,7,3
6241,5,78,1,4,9
9987,9,74,0,4,6
6881,7,65,0,7,0
4530,7,56,1,7,5
4673,3,65,1,8,7
6996,7,91,0,5,7
1252,3,84,1,4,6
3374,9,77,1,9,7
2814,7,84,1,4,7
4719,3,40,0,7,6
6544,2,51,0,6,5
4858,5,98,1,6,2
7901,5,45,1,7,4
8580,8,79,0,8,5
8427,4,98,0,7,7
1077,9,98,1,9,8
4363,7,58,1,8,6
770,5,43,1,7,9
8865,9,73,0,6,1
249,8,67,1,5,1
7239,8,59,1,4,2
3419,3,63,1,9,3
4976,2,60,0,8,5
4544,7,79,1,6,8
5565,1,46,1,5,0
7939,5,45,1,4,0
716,4,50,0,4,0
9652,3,80,0,6,9
2048,3,73,0,5,0
5997,9,96,1,9,1
6600,7,43,0,7,6
7245,9,54,0,9,1
4178,3,69,0,9,8
4809,1,50,1,7,3
9482,1,80,1,9,4
7140,9,62,1,5,9
7190,7,97,0,8,4
1460,2,92,1,7,4
5989,1,59,0,7,0
2000,1,85,0,8,8
8175,7,59,0,8,9
404,3,63,1,6,8
384,4,85,0,9,1
9448,4,58,1,9,9
9487,8,86,1,5,8
1633,2,59,1,6,4
9853,5,90,1,8,5
4784,3,97,0,7,1
9456,5,50,0,9,6
6970,2,60,0,4,0
3925,5,42,0,7,2
4158,9,50,0,7,8
7449,5,67,1,9,7
8415,7,65,0,4,3
2193,4,78,0,5,4
1015,4,44,1,8,1
5124,2,96,1,6,3
7418,7,40,1,7,9
7409,4,96,1,8,1
8989,2,84,1,5,3
2871,2,66,1,6,3
9,4,89,0,4,0
1838,6,97,1,9,7
4804,9,75,1,6,9
255,3,41,1,9,4
7026,6,70,0,9,1
5713,8,72,0,4,6
3324,8,61,1,6,6
7714,2,88,1,4,8
1581,9,78,1,6,7
924,9,44,1,8,9
2779,6,63,0,8,8
7891,7,65,1,4,8
6132,6,72,0,6,5
5320,6,43,0,4,5
7312,4,49,0,9,8
7102,9,46,0,5,9
6042,8,73,1,5,2
3775,1,62,1,9,5
4835,7,90,1,7,2
4964,6,93,1,7,0
539,9,58,0,6,4
7483,7,64,1,7,0
2745,1,56,1,8,5
3719,3,49,0,4,1
6819,3,58,1,7,1
9337,2,50,1,7,5
4468,1,41,0,8,4
667,3,80,0,7,7
7575,4,77,0,5,9
8549,7,47,1,9,9
5063,8,78,0,6,4
1353,1,68,0,6,8
7114,6,83,1,8,0
9773,3,56,0,6,3
8662,9,55,1,5,4
2703,5,77,0,4,0
3330,3,63,1,5,2
8053,4,56,1,6,1
3584,2,77,0,4,5
9441,7,99,0,8,3
5645,5,95,1,8,2
3376,2,89,1,5,5
1256,5,97,0,5,0
6190,5,69,0,5,4
5348,6,57,0,8,8
4175,2,62,0,4,5
4910,3,81,0,6,2
1852,6,56,0,7,6
6316,4,45,0,4,9
9854,3,48,0,8,3
2105,5,98,1,7,9
133,9,51,0,6,7
5029,9,54,0,4,5
928,9,71,0,5,7
823,4,53,0,8,4
7576,9,80,0,6,8
1531,7,43,1,9,2
1214,4,93,1,4,0
504,7,85,1,9,4
6530,4,89,1,8,6
3072,6,66,0,8,8
9086,9,70,0,7,4
8647,4,78,0,9,5
6619,6,54,0,5,8
9273,4,49,0,4,6
3709,8,73,0,4,6
4849,8,93,1,4,4
4748,8,71,0,5,7
4268,4,97,0,9,9
9878,2,75,1,7,6
8905,1,76,1,7,1
4186,1,83,0,7,3
5301,2,77,1,8,5
2923,6,95,0,5,6
6588,8,87,0,6,7
1810,1,87,1,8,3
3486,2,70,0,6,8
7419,4,59,1,6,7
3141,9,86,0,6,6
9347,8,44,1,9,2
1324,7,50,1,6,5
4312,8,62,0,5,6
7494,2,99,1,7,6
8702,4,53,0,8,2
8691,8,71,1,5,9
9503,7,46,1,9,8
5541,1,55,1,7,4
6172,1,91,1,5,6
1540,3,53,1,4,3
9409,8,79,1,8,7
2681,3,65,0,8,3
9882,1,75,0,8,8
6313,1,83,1,9,3
1191,8,51,0,8,4
5293,2,64,1,4,2
1542,4,80,1,7,8
7056,3,98,1,8,3
2539,4,44,1,9,1
953,7,84,1,9,9
7241,9,43,0,4,6
6731,7,98,0,9,9
4846,7,54,1,7,3
6801,8,59,1,6,3
8010,6,54,1,6,6
4330,3,47,1,6,9
8924,1,48,0,7,2
5334,2,43,0,9,0
7330,1,43,1,9,1
9348,8,63,1,5,1
4729,8,90,0,6,7
6541,3,78,0,9,3
5305,9,79,0,8,4
5161,6,90,0,6,3
7860,2,40,0,7,8
2156,9,97,1,8,1
1062,6,84,1,7,4
1167,7,86,0,4,1
3636,5,44,0,5,5
7651,8,97,1,5,2
5588,1,99,1,9,3
7192,5,47,0,8,1
4491,4,55,1,5,8
7266,8,40,1,9,3
4980,3,46,1,8,4
8335,5,79,0,7,0
9952,8,42,0,8,2
4946,7,87,1,7,9
2782,5,95,1,7,2
717,9,40,0,8,2
2502,8,73,1,4,6
4360,1,44,1,7,6
4171,7,49,0,7,6
8082,8,66,0,6,1
9760,6,75,0,4,6
395,1,79,1,9,4
7186,9,56,1,7,4
9822,9,54,1,5,3
4492,5,79,1,4,6
1365,7,54,0,5,6
9526,5,47,1,7,9
8787,2,84,0,8,0
5917,7,90,1,8,9
4968,9,68,1,7,2
2914,3,72,1,9,7
5644,8,53,1,7,4
3766,2,57,0,6,0
3440,7,87,0,9,4
7357,3,87,0,5,8
6806,4,60,1,8,7
2143,1,52,0,9,0
5104,9,56,0,8,5
5073,4,75,0,5,2
1571,6,54,1,8,8
4079,8,84,0,7,2
1122,9,52,1,5,1
2786,6,96,1,5,6
2967,7,54,0,8,3
2504,4,48,0,4,7
5988,3,71,0,5,1
8867,6,53,1,7,8
7164,8,56,0,7,8
728,3,84,1,7,9
7587,3,41,0,9,1
7543,2,64,0,6,5
412,7,41,1,8,3
5745,4,67,0,7,8
7668,7,64,1,6,8
825,9,71,1,9,5
3267,2,99,0,7,6
3974,8,51,0,8,1
8808,3,88,0,4,4
8306,9,98,1,8,1
417,9,73,1,9,4
6748,9,58,0,9,0
8967,5,44,0,6,5
2082,5,41,0,4,8
8945,3,65,1,5,9
3373,1,80,1,4,6
5726,4,88,1,4,6
4107,4,68,1,6,2
4380,6,56,0,7,3
7723,2,57,0,6,1
1066,7,44,1,4,8
3913,6,58,1,4,6
5536,4,73,0,7,9
8002,4,77,1,8,6
5387,7,87,1,9,1
5732,9,43,1,8,3
2738,1,41,0,5,9
5052,1,74,0,4,0
4000,4,71,0,9,7
2427,9,52,1,9,6
6833,5,44,1,7,5
1687,1,55,0,5,2
851,3,48,1,4,8
6303,5,87,0,8,8
9087,6,44,0,6,7
5878,6,42,0,4,9
8527,9,64,0,4,5
2839,4,43,0,7,9
